czas,parametr_l1,wartosc_rzeczywista_l1 = 2.0
Czas symulacji oraz wartosci optymalizowanych parametrow w kazdej iteracji
0,7.597350760038093
0.5,7.597350760038093
1.0,7.597350760038093
1.5,7.597350760038093
2.0,7.597350760038093
2.5,7.597351348406485
3.0,7.597352695319824
3.5,7.597352695319824
4.0,7.597352966341204
4.5,7.597352966341204
5.0,4.79028952452048
5.5,4.790302743340949
6.0,4.790300443410328
6.5,4.790555110259148
7.0,2.3312388249870337
7.5,2.3312445291997435
8.0,2.3312445291997435
8.5,2.331266990473086
9.0,2.331267039385981
9.5,2.3312675379877663
